arm,arm_label,ensembl,gene_symbol,log2_fold_change,p_value,fdr,mean_unfavourable,mean_cured
DX,Pre-treatment,ENSG00000044574,HSPA5,-0.30057476643757397,0.0023406179817371574,0.34354471910395196,7.540552963987894,7.841127730425468
DX,Pre-treatment,ENSG00000198736,MSRB1,0.40125300962539434,0.0023406179817371574,0.34354471910395196,9.889743432096608,9.488490422471214
DX,Pre-treatment,ENSG00000171603,CLSTN1,-0.46974959332654187,0.0023406179817371574,0.34354471910395196,5.770165573973549,6.239915167300091
DX,Pre-treatment,ENSG00000149428,HYOU1,-0.49778921988880676,0.0023406179817371574,0.34354471910395196,5.268303997730686,5.766093217619493
DX,Pre-treatment,ENSG00000124228,DDX27,-0.3956305995570206,0.0023406179817371574,0.34354471910395196,4.845527131371497,5.241157730928518
DX,Pre-treatment,ENSG00000169105,CHST14,-0.3294628786211895,0.002460528885539657,0.34354471910395196,3.4824836975283895,3.811946576149579
DX,Pre-treatment,ENSG00000136813,KIAA0368,-0.2528081214913174,0.002586036773434295,0.34354471910395196,5.182044035062552,5.43485215655387
DX,Pre-treatment,ENSG00000082516,GEMIN5,-0.37595371474369044,0.0027173730794167474,0.34354471910395196,3.1751314508750643,3.5510851656187548
DX,Pre-treatment,ENSG00000154309,DISP1,-0.36834751883158945,0.0027173730794167474,0.34354471910395196,1.3791982224050245,1.747545741236614
DX,Pre-treatment,ENSG00000136193,SCRN1,-0.44937355510740407,0.0027173730794167474,0.34354471910395196,4.019711821885802,4.469085376993206
DX,Pre-treatment,ENSG00000149639,SOGA1,-0.366391547522106,0.0027173730794167474,0.34354471910395196,3.1403946039491477,3.5067861514712537
DX,Pre-treatment,ENSG00000187555,USP7,-0.24000968577541393,0.002854777278170477,0.34354471910395196,6.300743126917427,6.540752812692841
DX,Pre-treatment,ENSG00000138758,SEPT11,-0.46898406092803313,0.002854777278170477,0.34354471910395196,3.5937008561210533,4.062684917049086
DX,Pre-treatment,ENSG00000084444,KIAA1467,-0.3622556270335817,0.002854777278170477,0.34354471910395196,1.895863944272373,2.2581195713059548
DX,Pre-treatment,ENSG00000158417,EIF5B,-0.41864683111099765,0.002854777278170477,0.34354471910395196,4.684281466711447,5.102928297822444
DX,Pre-treatment,ENSG00000100362,PVALB,0.6638705413647396,0.002854777278170477,0.34354471910395196,1.4757191020244662,0.8118485606597267
DX,Pre-treatment,ENSG00000272644,RP11-33O4.1,-0.14505384945336813,0.002854777278170477,0.34354471910395196,0.30746983280304835,0.4525236822564165
DX,Pre-treatment,ENSG00000144036,EXOC6B,-0.3334200991732512,0.002854777278170477,0.34354471910395196,2.3636279113901044,2.6970480105633556
