arm,arm_label,ensembl,gene_symbol,log2_fold_change,p_value,fdr,mean_unfavourable,mean_cured
DX,Pre-treatment,ENSG00000169231,THBS3,-0.04032491910056102,0.6404793563995475,0.7980658492761205,4.577033441789917,4.617358360890478
DX,Pre-treatment,ENSG00000204396,VWA7,-0.052689726204432574,0.6404793563995475,0.7980658492761205,1.358549108551599,1.4112388347560316
DX,Pre-treatment,ENSG00000155026,RSPH10B,-0.020573695118803872,0.6404793563995475,0.7980658492761205,0.0909499621671496,0.11152365728595347
DX,Pre-treatment,ENSG00000080007,DDX43,-0.032249810730786754,0.6404793563995475,0.7980658492761205,0.4301129451109567,0.46236275584174347
DX,Pre-treatment,ENSG00000168807,SNTB2,-0.05560909806371761,0.6404793563995475,0.7980658492761205,4.337527108813862,4.393136206877579
DX,Pre-treatment,ENSG00000170430,MGMT,-0.07594946825570581,0.6404793563995475,0.7980658492761205,3.6997970166546668,3.7757464849103726
DX,Pre-treatment,ENSG00000113638,TTC33,-0.06694156919410332,0.6404793563995475,0.7980658492761205,2.1544377764333507,2.221379345627454
DX,Pre-treatment,ENSG00000173041,ZNF680,-0.08752333343919272,0.6404793563995475,0.7980658492761205,1.0628473533738683,1.150370686813061
DX,Pre-treatment,ENSG00000115866,DARS,-0.06843571203922849,0.6404793563995475,0.7980658492761205,4.64250106912082,4.710936781160049
DX,Pre-treatment,ENSG00000135241,PNPLA8,-0.07693070384977485,0.6404793563995475,0.7980658492761205,4.488777996757531,4.565708700607306
DX,Pre-treatment,ENSG00000128266,GNAZ,-0.12307020301493532,0.6404793563995475,0.7980658492761205,3.3788610331870097,3.501931236201945
DX,Pre-treatment,ENSG00000160201,U2AF1,-0.019869153282596308,0.6404793563995475,0.7980658492761205,6.221724886811913,6.241594040094509
DX,Pre-treatment,ENSG00000100991,TRPC4AP,-0.0285683344328298,0.6404793563995475,0.7980658492761205,7.29190750060016,7.3204758350329895
DX,Pre-treatment,ENSG00000186188,FFAR4,-0.06830804856462658,0.6404793563995475,0.7980658492761205,0.5792055804039141,0.6475136289685407
DX,Pre-treatment,ENSG00000243452,ENSG00000243452,-0.09265141820638911,0.6404793563995475,0.7980658492761205,1.9496547479885442,2.0423061661949333
DX,Pre-treatment,ENSG00000204444,APOM,-0.0533445164634867,0.6404793563995475,0.7980658492761205,1.494055769735753,1.5474002861992397
DX,Pre-treatment,ENSG00000138081,FBXO11,-0.06267538997202671,0.6404793563995475,0.7980658492761205,4.455364469335806,4.518039859307833
DX,Pre-treatment,ENSG00000175305,CCNE2,0.02580881942728319,0.6404793563995475,0.7980658492761205,0.9192643369173047,0.8934555174900215
DX,Pre-treatment,ENSG00000169299,PGM2,0.0410784431146336,0.6404793563995475,0.7980658492761205,5.2870108182506685,5.245932375136035
DX,Pre-treatment,ENSG00000176659,C20orf197,-0.05434637575841228,0.6404793563995475,0.7980658492761205,0.906527922375407,0.9608742981338193
DX,Pre-treatment,ENSG00000110455,ACCS,0.34528847852538247,0.6404793563995475,0.7980658492761205,3.270284219318073,2.9249957407926903
DX,Pre-treatment,ENSG00000129538,RNASE1,-0.2564898263590265,0.6404793563995475,0.7980658492761205,1.8423614943243234,2.09885132068335
DX,Pre-treatment,ENSG00000148296,SURF6,-0.04387216142490402,0.6404793563995475,0.7980658492761205,4.462192236312782,4.506064397737686
DX,Pre-treatment,ENSG00000196074,SYCP2,-0.10412115093748131,0.6404793563995475,0.7980658492761205,1.3475337969521153,1.4516549478895966
DX,Pre-treatment,ENSG00000124788,ATXN1,0.02748795862337783,0.6404793563995475,0.7980658492761205,5.91360292210562,5.8861149634822425
DX,Pre-treatment,ENSG00000093167,LRRFIP2,-0.01443296249585746,0.6404793563995475,0.7980658492761205,5.252255602759412,5.2666885652552695
DX,Pre-treatment,ENSG00000173262,SLC2A14,-0.10660723018804152,0.6404793563995475,0.7980658492761205,0.9562187060820698,1.0628259362701113
DX,Pre-treatment,ENSG00000179168,GGN,-0.02145729814436037,0.6404793563995475,0.7980658492761205,0.3732597568588483,0.3947170550032087
DX,Pre-treatment,ENSG00000147684,NDUFB9,-0.09067351504259324,0.6404793563995475,0.7980658492761205,5.688319437168031,5.778992952210624
DX,Pre-treatment,ENSG00000188130,MAPK12,-0.018305338445035846,0.6404793563995475,0.7980658492761205,0.36148285897176696,0.3797881974168028
DX,Pre-treatment,ENSG00000233746,LINC00656,0.02924938631026633,0.6404793563995475,0.7980658492761205,0.2276780791425706,0.19842869283230427
DX,Pre-treatment,ENSG00000205147,ENSG00000205147,-0.02529108170609934,0.6404793563995475,0.7980658492761205,0.30646438198819953,0.33175546369429887
DX,Pre-treatment,ENSG00000119314,PTBP3,-0.040951687125997616,0.6404793563995475,0.7980658492761205,7.036125187667755,7.077076874793753
DX,Pre-treatment,ENSG00000157999,ANKRD61,0.001963566803999117,0.6404793563995475,0.7980658492761205,0.1742173703235275,0.17225380351952838
DX,Pre-treatment,ENSG00000153179,RASSF3,0.0759913990255292,0.6404793563995475,0.7980658492761205,8.161343889325225,8.085352490299696
DX,Pre-treatment,ENSG00000026950,BTN3A1,0.0861977035590975,0.6404793563995475,0.7980658492761205,8.810475254960929,8.724277551401832
DX,Pre-treatment,ENSG00000100376,FAM118A,-0.04275561550071938,0.6404793563995475,0.7980658492761205,4.540279970717483,4.583035586218203
DX,Pre-treatment,ENSG00000160445,ZER1,-0.018396238704605494,0.6404793563995475,0.7980658492761205,6.988368742985289,7.006764981689894
DX,Pre-treatment,ENSG00000175221,MED16,0.0405535890843689,0.6404793563995475,0.7980658492761205,6.681540012440753,6.6409864233563844
DX,Pre-treatment,ENSG00000163155,LYSMD1,0.0628773348194196,0.6404793563995475,0.7980658492761205,2.9186418691567733,2.8557645343373537
DX,Pre-treatment,ENSG00000167244,IGF2,-0.11164225274519646,0.6404793563995475,0.7980658492761205,0.35310514793538184,0.4647474006805783
DX,Pre-treatment,ENSG00000188536,HBA2,0.481353790411867,0.6404793563995475,0.7980658492761205,7.609549277637699,7.128195487225832
DX,Pre-treatment,ENSG00000087152,ATXN7L3,0.018879309676766987,0.6404793563995475,0.7980658492761205,7.395697304005393,7.376817994328626
DX,Pre-treatment,ENSG00000162341,TPCN2,0.057725797227529796,0.6404793563995475,0.7980658492761205,4.484513591749136,4.426787794521606
DX,Pre-treatment,ENSG00000179387,ELMOD2,-0.05725642709204992,0.6404793563995475,0.7980658492761205,3.7210541506876127,3.7783105777796626
DX,Pre-treatment,ENSG00000086619,ERO1LB,-0.05253836377202026,0.6404793563995475,0.7980658492761205,3.369886118613504,3.4224244823855243
DX,Pre-treatment,ENSG00000181061,HIGD1A,-0.08736121466025315,0.6404793563995475,0.7980658492761205,3.5772716879330417,3.664632902593295
DX,Pre-treatment,ENSG00000074706,IPCEF1,-0.058530772563453404,0.6404793563995475,0.7980658492761205,5.5223700427957985,5.580900815359252
DX,Pre-treatment,ENSG00000140263,SORD,-0.14397790975313463,0.6404793563995475,0.7980658492761205,3.32381878265556,3.4677966924086947
DX,Pre-treatment,ENSG00000008311,AASS,-0.05396104433095256,0.6404793563995475,0.7980658492761205,0.37524732952816675,0.4292083738591193
DX,Pre-treatment,ENSG00000272195,RP11-156E8.1,-0.036214051888818044,0.6404793563995475,0.7980658492761205,0.3167782616909099,0.35299231357972793
DX,Pre-treatment,ENSG00000166851,PLK1,-0.04374297991642351,0.6404793563995475,0.7980658492761205,2.5292696327002155,2.573012612616639
DX,Pre-treatment,ENSG00000178149,DALRD3,-0.0424333213474668,0.6404793563995475,0.7980658492761205,4.517028227087325,4.559461548434792
DX,Pre-treatment,ENSG00000023287,RB1CC1,-0.09967765040715992,0.6404793563995475,0.7980658492761205,4.936580537750951,5.0362581881581105
DX,Pre-treatment,ENSG00000167395,ZNF646,0.028056576101444186,0.6404793563995475,0.7980658492761205,6.506399434591977,6.4783428584905325
DX,Pre-treatment,ENSG00000268802,ENSG00000268802,-0.05813641233966349,0.6404793563995475,0.7980658492761205,2.6472832525578758,2.7054196648975393
DX,Pre-treatment,ENSG00000115524,SF3B1,-0.08703100951214715,0.6404793563995475,0.7980658492761205,8.326916840340392,8.413947849852539
DX,Pre-treatment,ENSG00000184005,ST6GALNAC3,0.048825126871420155,0.6404793563995475,0.7980658492761205,1.7903992298389497,1.7415741029675296
DX,Pre-treatment,ENSG00000167397,VKORC1,-0.03119719126826137,0.6404793563995475,0.7980658492761205,4.8111833610102765,4.842380552278538
DX,Pre-treatment,ENSG00000264222,RP11-757O6.1,-0.010946636052152244,0.6452586541227985,0.8038969805395927,0.058022436557996916,0.06896907261014916
DX,Pre-treatment,ENSG00000184905,TCEAL2,-0.030371254529988206,0.6452586541227985,0.8038969805395927,0.0919226931774139,0.12229394770740211
DX,Pre-treatment,ENSG00000155714,PDZD9,-0.01675554295063071,0.645763944078827,0.8044644195333844,0.06347644328672038,0.08023198623735109
DX,Pre-treatment,ENSG00000150551,LYPD1,-0.011313547179799838,0.6461413428729916,0.8048724620541972,0.01890757731750541,0.030221124497305248
DX,Pre-treatment,ENSG00000173876,TUBB8,-0.08179459069044424,0.6506166173567118,0.8061304241514671,0.1179850088259393,0.19977959951638355
DX,Pre-treatment,ENSG00000223117,RN7SKP296,0.0017913531455608506,0.6509115658719259,0.8061304241514671,0.09478625886518735,0.0929949057196265
DX,Pre-treatment,ENSG00000271265,RP11-230C9.4,-0.020951658739391893,0.6512203939759118,0.8061304241514671,0.08504627034665213,0.10599792908604402
DX,Pre-treatment,ENSG00000087842,PIR,0.006777476024022622,0.6512686582874556,0.8061304241514671,0.1699861965984035,0.16320872057438088
DX,Pre-treatment,ENSG00000150636,CCDC102B,-0.02419473356229314,0.651282061492183,0.8061304241514671,0.11687346232487857,0.1410681958871717
DX,Pre-treatment,ENSG00000214700,C12orf71,0.010067571662467328,0.651290102674713,0.8061304241514671,0.12587007394935554,0.11580250228688821
DX,Pre-treatment,ENSG00000251493,FOXD1,-0.030440474097881892,0.651290102674713,0.8061304241514671,0.14729995637259652,0.1777404304704784
DX,Pre-treatment,ENSG00000131409,LRRC4B,-0.025858948573615592,0.651294123057792,0.8061304241514671,0.1768872196631943,0.20274616823680988
DX,Pre-treatment,ENSG00000124196,GTSF1L,-0.023160244701984994,0.651294123057792,0.8061304241514671,0.12409198697662249,0.1472522316786075
DX,Pre-treatment,ENSG00000163359,COL6A3,-0.08853843121354699,0.6512954631546446,0.8061304241514671,0.9409704642568287,1.0295088954703757
DX,Pre-treatment,ENSG00000105499,PLA2G4C,0.14338240181736106,0.6512954631546446,0.8061304241514671,2.742160605879372,2.598778204062011
DX,Pre-treatment,ENSG00000158966,CACHD1,-0.13410448140987608,0.6512954631546446,0.8061304241514671,0.7015065951349032,0.8356110765447793
DX,Pre-treatment,ENSG00000197858,GPAA1,-0.07731054444575225,0.6512954631546446,0.8061304241514671,6.21011449277146,6.287425037217212
DX,Pre-treatment,ENSG00000185745,IFIT1,-0.17881061130114428,0.6512954631546446,0.8061304241514671,6.455214238475662,6.634024849776806
DX,Pre-treatment,ENSG00000152348,ATG10,0.04324978750738917,0.6512954631546446,0.8061304241514671,1.6906941985379633,1.6474444110305742
DX,Pre-treatment,ENSG00000204531,POU5F1,-0.07570201938651289,0.6512954631546446,0.8061304241514671,0.556454801437028,0.6321568208235409
DX,Pre-treatment,ENSG00000237491,RP11-206L10.9,-0.019651916980182038,0.6512954631546446,0.8061304241514671,0.4825206277105842,0.5021725446907662
DX,Pre-treatment,ENSG00000055208,TAB2,-0.0337592616704363,0.6512954631546446,0.8061304241514671,6.577794848298401,6.6115541099688375
DX,Pre-treatment,ENSG00000214597,ENSG00000214597,0.02284354615429207,0.6512954631546446,0.8061304241514671,0.31541198382909,0.29256843767479795
DX,Pre-treatment,ENSG00000140455,USP3,0.036886467437803105,0.6512954631546446,0.8061304241514671,6.52477978312469,6.487893315686887
DX,Pre-treatment,ENSG00000144852,NR1I2,-0.019229298929036825,0.6512954631546446,0.8061304241514671,0.1723896803015192,0.191618979230556
DX,Pre-treatment,ENSG00000259363,CTD-2054N24.2,-0.06015777380885079,0.6512954631546446,0.8061304241514671,0.40041225709773415,0.46057003090658494
DX,Pre-treatment,ENSG00000272156,RP11-477N3.1,-0.04624109205447874,0.6512954631546446,0.8061304241514671,0.30204909237409483,0.34829018442857357
DX,Pre-treatment,ENSG00000182117,NOP10,0.0824047640812049,0.6512954631546446,0.8061304241514671,6.373930592673035,6.29152582859183
DX,Pre-treatment,ENSG00000136206,SPDYE1,0.025361522947349224,0.6512954631546446,0.8061304241514671,0.4348117873140261,0.40945026436667686
DX,Pre-treatment,ENSG00000185905,C16orf54,-0.04994702514344951,0.6512954631546446,0.8061304241514671,8.322520102202821,8.37246712734627
DX,Pre-treatment,ENSG00000154928,EPHB1,0.07214333440354492,0.6512954631546446,0.8061304241514671,3.0747434760895964,3.0026001416860515
DX,Pre-treatment,ENSG00000159792,PSKH1,-0.02652764238361538,0.6512954631546446,0.8061304241514671,5.4743739712355834,5.500901613619199
DX,Pre-treatment,ENSG00000124201,ZNFX1,0.02911381327049778,0.6512954631546446,0.8061304241514671,7.9760523093404165,7.946938496069919
DX,Pre-treatment,ENSG00000180190,TDRP,0.0613938656799935,0.6512954631546446,0.8061304241514671,1.1214387437652087,1.0600448780852152
DX,Pre-treatment,ENSG00000071539,TRIP13,-0.005320753829010316,0.6512954631546446,0.8061304241514671,1.059156198901499,1.0644769527305094
DX,Pre-treatment,ENSG00000088888,MAVS,0.06473692766885719,0.6512954631546446,0.8061304241514671,4.758766693266801,4.694029765597944
DX,Pre-treatment,ENSG00000137216,TMEM63B,0.06482491876654262,0.6512954631546446,0.8061304241514671,4.818969509717091,4.754144590950548
DX,Pre-treatment,ENSG00000244041,LINC01011,0.10247951969369229,0.6512954631546446,0.8061304241514671,3.306158578150717,3.2036790584570247
DX,Pre-treatment,ENSG00000100448,CTSG,0.1479421570777002,0.6512954631546446,0.8061304241514671,1.949835115402673,1.8018929583249728
DX,Pre-treatment,ENSG00000135723,FHOD1,0.02073971505730121,0.6512954631546446,0.8061304241514671,6.166546837309178,6.145807122251877
DX,Pre-treatment,ENSG00000183785,TUBA8,0.12157367814106212,0.6512954631546446,0.8061304241514671,4.140983254786797,4.019409576645735
DX,Pre-treatment,ENSG00000088986,DYNLL1,-0.04048335625454147,0.6512954631546446,0.8061304241514671,6.245628619872991,6.286111976127533
DX,Pre-treatment,ENSG00000111834,RSPH4A,0.020512060976320606,0.6512954631546446,0.8061304241514671,0.244862969465682,0.2243509084893614
DX,Pre-treatment,ENSG00000105982,RNF32,-0.04020595584870934,0.6512954631546446,0.8061304241514671,1.0418446464059765,1.0820506022546859
DX,Pre-treatment,ENSG00000165238,WNK2,0.008258505394114657,0.6512954631546446,0.8061304241514671,0.5915654051561002,0.5833068997619856
DX,Pre-treatment,ENSG00000110801,PSMD9,-0.021864655980579073,0.6512954631546446,0.8061304241514671,4.996509879120784,5.018374535101363
DX,Pre-treatment,ENSG00000125827,TMX4,-0.071266915729427,0.6512954631546446,0.8061304241514671,6.735688699822137,6.806955615551564
DX,Pre-treatment,ENSG00000103811,CTSH,-0.10346887008618033,0.6512954631546446,0.8061304241514671,7.057982614816267,7.1614514849024475
DX,Pre-treatment,ENSG00000007129,CEACAM21,-0.1866812463708052,0.6512954631546446,0.8061304241514671,3.8209755620312227,4.007656808402028
DX,Pre-treatment,ENSG00000141985,SH3GL1,-0.03370651588575768,0.6512954631546446,0.8061304241514671,6.196289597257644,6.229996113143402
DX,Pre-treatment,ENSG00000060971,ACAA1,0.03277168067559888,0.6512954631546446,0.8061304241514671,6.8906056794453425,6.857833998769744
DX,Pre-treatment,ENSG00000197256,KANK2,-0.18167572506154595,0.6512954631546446,0.8061304241514671,1.7365462297006862,1.9182219547622321
DX,Pre-treatment,ENSG00000006118,TMEM132A,-0.0265860599632205,0.6512954631546446,0.8061304241514671,0.14223277960594854,0.16881883956916904
DX,Pre-treatment,ENSG00000148516,ZEB1,-0.10295808077542246,0.6512954631546446,0.8061304241514671,3.5753579022081174,3.67831598298354
DX,Pre-treatment,ENSG00000255221,CARD17,0.16575295259138856,0.6512954631546446,0.8061304241514671,1.3803781528440866,1.214625200252698
DX,Pre-treatment,ENSG00000124614,RPS10,-0.07513228479440226,0.6512954631546446,0.8061304241514671,5.813921472215704,5.889053757010107
DX,Pre-treatment,ENSG00000160404,TOR2A,-0.03684950406043708,0.6512954631546446,0.8061304241514671,5.52377101349878,5.560620517559217
DX,Pre-treatment,ENSG00000103260,METRN,-0.1021805571540666,0.6512954631546446,0.8061304241514671,2.4521791348089357,2.5543596919630023
DX,Pre-treatment,ENSG00000106526,ACTR3C,0.050985204792221794,0.6512954631546446,0.8061304241514671,0.8696757949254443,0.8186905901332225
DX,Pre-treatment,ENSG00000130165,ELOF1,0.030428966405645852,0.6512954631546446,0.8061304241514671,5.787630618902942,5.757201652497296
DX,Pre-treatment,ENSG00000102038,SMARCA1,-0.029797422758988723,0.6512954631546446,0.8061304241514671,0.22648029994759727,0.256277722706586
DX,Pre-treatment,ENSG00000147799,ARHGAP39,-0.03911472059900806,0.6512954631546446,0.8061304241514671,0.2468293618323965,0.28594408243140457
DX,Pre-treatment,ENSG00000130176,CNN1,0.06053599398459597,0.6512954631546446,0.8061304241514671,0.5882602951822242,0.5277243011976283
DX,Pre-treatment,ENSG00000167863,ATP5H,0.06875250316251069,0.6512954631546446,0.8061304241514671,5.531460527274871,5.46270802411236
DX,Pre-treatment,ENSG00000170017,ALCAM,-0.06308949169380051,0.6512954631546446,0.8061304241514671,3.5705287858886123,3.633618277582413
DX,Pre-treatment,ENSG00000178904,DPY19L3,0.0826622805269368,0.6512954631546446,0.8061304241514671,4.317426971215012,4.234764690688075
DX,Pre-treatment,ENSG00000120539,MASTL,-0.08215789246724503,0.6512954631546446,0.8061304241514671,2.5248155259225173,2.6069734183897624
DX,Pre-treatment,ENSG00000205846,CLEC6A,-0.0802329096696146,0.6512954631546446,0.8061304241514671,0.8366557534885863,0.916888663158201
DX,Pre-treatment,ENSG00000179583,CIITA,-0.04353539042712562,0.6512954631546446,0.8061304241514671,6.521239914528985,6.564775304956111
DX,Pre-treatment,ENSG00000215912,TTC34,-0.0030596358621582387,0.6512954631546446,0.8061304241514671,0.17820445455604422,0.18126409041820246
DX,Pre-treatment,ENSG00000228327,RP11-206L10.2,0.019337871307812393,0.6512954631546446,0.8061304241514671,0.48937664537360515,0.47003877406579275
DX,Pre-treatment,ENSG00000141096,DPEP3,-0.0524767723076649,0.6512954631546446,0.8061304241514671,2.881385318650621,2.9338620909582858
DX,Pre-treatment,ENSG00000101447,FAM83D,-0.07235895065720521,0.6512954631546446,0.8061304241514671,0.965242889829946,1.0376018404871512
DX,Pre-treatment,ENSG00000218537,AP000350.4,-0.046826022183519944,0.6512954631546446,0.8061304241514671,1.8175470440357768,1.8643730662192968
DX,Pre-treatment,ENSG00000137628,DDX60,-0.05801181231102426,0.6512954631546446,0.8061304241514671,5.7264273930815985,5.784439205392623
