ensembl,gene_symbol,univariate_F
ENSG00000114423,CBLB,27.244964909643304
ENSG00000105072,C19orf44,27.221266368806088
ENSG00000008869,HEATR5B,27.21788789035892
ENSG00000119977,TCTN3,27.164989970192362
ENSG00000144134,RABL2A,27.159443381408654
ENSG00000120800,UTP20,27.131371391365608
ENSG00000176225,RTTN,27.129931000417873
ENSG00000107077,KDM4C,27.072817385972698
ENSG00000180228,PRKRA,27.032388632760266
ENSG00000112053,SLC26A8,27.022895810566084
ENSG00000148229,POLE3,27.008909484829292
ENSG00000169692,AGPAT2,27.00512708078862
ENSG00000147316,MCPH1,27.002014424268662
ENSG00000172943,PHF8,26.976436677971627
ENSG00000140391,TSPAN3,26.95752109020605
ENSG00000125630,POLR1B,26.939470041312248
ENSG00000130559,CAMSAP1,26.922265938383283
ENSG00000160208,RRP1B,26.798468130878
ENSG00000205220,PSMB10,26.791876387041818
ENSG00000135108,FBXO21,26.694904119883436
ENSG00000178425,NT5DC1,26.664285175823483
ENSG00000186073,C15orf41,26.62769771432512
ENSG00000130803,ZNF317,26.624385142986444
ENSG00000066933,MYO9A,26.59696039345996
ENSG00000064703,DDX20,26.57261607370911
ENSG00000103091,WDR59,26.547972968296737
ENSG00000126246,IGFLR1,26.541436745397935
ENSG00000108861,DUSP3,26.537938344509698
ENSG00000163082,SGPP2,26.535747907635262
ENSG00000180357,ZNF609,26.474933970668335
ENSG00000090470,PDCD7,26.44269312965037
ENSG00000153064,BANK1,26.43766459416479
ENSG00000178252,WDR6,26.42380092557877
ENSG00000239306,RBM14,26.412212857717723
ENSG00000099860,GADD45B,26.403389703292216
ENSG00000101350,KIF3B,26.360360019980778
ENSG00000165795,NDRG2,26.299227178646532
ENSG00000166167,BTRC,26.297722210280657
ENSG00000081177,EXD2,26.22919603716821
ENSG00000058799,YIPF1,26.21530111610351
ENSG00000099381,SETD1A,26.16838563275116
ENSG00000203814,HIST2H2BF,26.126452224252496
ENSG00000137073,UBAP2,26.080273262180505
ENSG00000114861,FOXP1,26.063580139198052
ENSG00000152061,RABGAP1L,26.058807416447717
ENSG00000048991,R3HDM1,26.03794282342152
ENSG00000076554,TPD52,26.01253047063309
ENSG00000165632,TAF3,26.004300330362383
ENSG00000140718,FTO,25.980041273629027
ENSG00000168685,IL7R,25.977183056104714
ENSG00000111752,PHC1,25.928607639296402
ENSG00000185420,SMYD3,25.921233217110974
ENSG00000172071,EIF2AK3,25.917830328009327
ENSG00000140598,EFTUD1,25.914186596521827
