sample_id,Neutrophil,T_cell,Monocyte,B_cell,NK_cell,NLR_score,y
GSM2369878,-0.2699936171319619,0.5263822094283113,-0.6786647292697495,0.6881407203226649,0.9979331293647539,-0.7963758265602732,0
GSM2369886,1.0574126998258326,-1.1665187886436637,0.23704880191390565,-0.9162340553777262,-0.9237642465026485,2.2239314884694963,0
GSM2369894,-0.38625765260587286,0.8774759766442856,-0.28412271859002125,-0.03693165967496439,-0.40036819482194275,-1.2637336292501584,0
GSM2369902,-0.11806871988129351,-0.22200562741780247,-0.2426297405372569,-0.21599208518314442,0.3440782156343981,0.10393690753650896,0
GSM2369910,0.2204360551998819,0.8011914398065985,-0.4840742768936362,0.32011492979841033,-0.2182870910713775,-0.5807553846067166,0
GSM2369918,-0.46752913200335705,-0.29699246788620615,-0.6026235096032041,0.5112215552591445,1.8532011338549388,-0.1705366641171509,0
GSM2369926,1.1778394055643995,-0.5905122452396193,1.1639244210218593,-1.7431222157019841,-2.246263678836446,1.7683516508040187,0
GSM2369934,0.18761810391589834,-0.7413854979328988,0.2784651663419424,0.4440117672799923,-0.3901625692717303,0.929003601848797,0
GSM2369940,0.21025299030368358,0.20784568647631804,-0.3312873836627665,1.4104667216526705,-0.3420194852869224,0.0024073038273655367,0
GSM2369948,0.3670422601269722,-0.3008908090689868,-0.21577816101744546,0.40656550800172403,0.4838278016388923,0.6679330691959591,0
GSM2369956,-0.22586304597368945,-0.27591877959085404,-0.176597432422006,1.0361253001622763,0.8497131843567752,0.05005573361716459,0
GSM2369966,-0.17547214394773455,0.9885942738360536,-0.8827437161443135,0.9586577092765051,0.49678963183797453,-1.164066417783788,0
GSM2369974,-0.662411597727371,0.799367720801486,-0.26994130437279057,0.9924071544011389,-0.6466534748268599,-1.461779318528857,0
GSM2369982,-0.226754647889015,-0.37991302188486015,0.4876653098312444,0.39444319835421093,0.5891852777831917,0.15315837399584514,0
