ensembl,gene_symbol,mean_failure_log2,mean_cure_log2,log2FC,p_value,fdr
ENSG00000256582,RP11-75L1.1,-2.601719619436153,-1.8083408399962675,-0.7933787794398857,0.00536879583657283,0.4539131519947744
ENSG00000158528,PPP1R9A,-3.6219577253505526,-1.8929530023994565,-1.729004722951096,0.00536879583657283,0.4539131519947744
ENSG00000135473,PAN2,4.591990284732361,4.850325272199431,-0.2583349874670695,0.00536879583657283,0.4539131519947744
ENSG00000101346,POFUT1,4.479597852573655,4.689854928299043,-0.2102570757253881,0.00536879583657283,0.4539131519947744
ENSG00000104870,FCGRT,9.428163441621825,9.107852245616243,0.3203111960055818,0.00536879583657283,0.4539131519947744
ENSG00000184708,EIF4ENIF1,4.382052582419781,4.545349794683953,-0.1632972122641725,0.005672997383095008,0.4539131519947744
ENSG00000114383,TUSC2,5.781544774523477,5.599450468815195,0.182094305708282,0.005672997383095008,0.4539131519947744
ENSG00000228804,RP11-211G3.3,-0.08139261967827671,-0.8619417259540366,0.7805491062757599,0.005672997383095008,0.4539131519947744
ENSG00000058056,USP13,1.5401588688295629,1.879099181813119,-0.3389403129835562,0.005672997383095008,0.4539131519947744
ENSG00000106078,COBL,-4.948597833095262,-3.6785686216460536,-1.270029211449208,0.005672997383095008,0.4539131519947744
ENSG00000107077,KDM4C,4.460443319985319,4.652467180755541,-0.19202386077022204,0.005672997383095008,0.4539131519947744
ENSG00000064547,LPAR2,8.162144921584241,7.74934634205098,0.4127985795332618,0.005672997383095008,0.4539131519947744
ENSG00000203814,HIST2H2BF,2.2221047191386925,1.2639241589193844,0.9581805602193081,0.005672997383095008,0.4539131519947744
ENSG00000198874,TYW1,2.8773000766346817,3.1152619066940193,-0.23796183005933758,0.005672997383095008,0.4539131519947744
ENSG00000147144,CCDC120,2.211797191808004,2.585229716836867,-0.37343252502886326,0.005672997383095008,0.4539131519947744
ENSG00000074410,CA12,-1.1872901483740148,-2.1007802615815256,0.9134901132075108,0.005672997383095008,0.4539131519947744
ENSG00000160602,NEK8,2.6788266046513614,2.9593723307425015,-0.28054572609114015,0.005672997383095008,0.4539131519947744
